id	binomial_name	registration number	shell_length	shell_width	head_length	head_width	flipper_length_1	flipper_width_1	flipper_length_2	flipper_width_2	flipper_length_3	flipper_width_3	flipper_length_4	flipper_width_4	circle_count	measure_count	shell_crack	timestamp	weight
20449	Chelonia mydas	9784ea1d48b19bdcccba7cfcffb95acd	746	724	124	134	411	380	448	438	383	337	415	366	73	4,0		1703348368	55,816
22040	Chelonia mydas	f2d61d18f774815e046042195b9ec56e	1036	1039	161	255	642	620	675	505	488	458	503	533	78	1,0		1719755109	103,17
22333	Eretmochelys imbricata	fbee6c24e0483d5753fca222be99bb0e	876	521	146	129	480	278	429	259	340	208	288	211	75	1,0		1722351879	51,17
24911	Chelonia mydas	a3707e666f4220b4584cae7150ea7499	1114	939	224	216	709	537	684	608	583	530	571	511	64	1,0		1748116321	115,432
19269	lepidochelys olivacea	e1e0a7ea262c6820185b57dec8987058	580	408	92	106	403	284	387	320	367	316	315	276	27	1,0		1691672440	38,103
24946	Lepidochelys olivacea	5ee493edc172ef3d3400e04b8e2f3170	510	427	74	83	378	367	353	340	311	240	307	255	2	2,0		1748441144	34,207
18772	Chelonia mydas	3c23697c3818302f2126f3f8f148e62a	1417	1296	270	238	824	728	736	849	745	545	725	568	103	3,0		1686296639	155,085
17951	CHELONIA MYDAS	ca8365b9a57b6eb41e8b8de87204355a	966	889	194	188	603	509	647	488	413	460	485	401	74	1,0		1677797385	86,088
17560	Chelonia Mydas	ec19afe4ce20fe95eb7bd46088bf3d80		1521	232	280	946	820	923	758	632	646	780	670	112	2,0	5	1673645161	170,453
18099	Lepidochelys olivacea	1295fec07ae65b9474f78eb06ad26672	603	449	111	103	394	386	341	332	311	258	363	300	20	3,0	2	1679312135	38,28
21855	Caretta caretta	f9048f2918d073d3083ab88ae6d1d8e8	339	179	54	34	156	83	188	107	147	76	140	71	39	2,0		1717938460	30,576
18059	Lepidochelys Olivacea	97504e2366af9f2b6aed86ce6d750b0d	490	397	77	101	389	255	336	271	262	263	279	210	0	3,0		1678957757	33,427
19791	Eretmochelys Imbricata	f410e14bda93dc9175ea28340041c8a9	242	126	37	28	101	63	107	55	91	60	96	47	17	4,0	1	1697135226	20,898
22367	lepidochelys olivacea	2cd12511c47c502f9e9b012c9ad49c3e	821	559	125	139	566	397	576	509	482	384	458	325	70	1,0		1722774559	47,049
18416	Lepidochelys olivacea	d75387055292e338d81699caa6cc0987	402	346	65	58	298	179	265	199					0	3,0		1682613115	29,31
22457	Lepidochelys olivacea	1dbe485ee8c78e3fe2e0659cc1ba0a73	449	379	74	57	311	282	291	259	271	208	265	199	0	3,0		1723802683	31,422
20084	Dermochelys coriacea	61f8bb0cd0fd43db55bd7081aa95cb44	1400	757	239	76	1273	673	1623	823	1202	594	1282	545	3	3,0		1699798013	387,217
23673	Caretta caretta	d2c021bcde11e41cd716f814ca4ce112	514	286	110	57	220	152	279	128	207	98	199	108	37	3,0		1736370250	55,582
22370	Chelonia mydas	ae4429e90498fe31ecd7c930ad531a23	1019	811	181	202	620	614	633	672	550	440	446	494	68	2,0		1722830102	99,163
22283	Lepidochelys olivacea	c4d4a20f6f1126fc4fdc4b9bbe3723ae	835	615	140	124	481	475	582	417	418	354	454	418	62	1,0	4	1721922473	47,077
24525	Lepidochelys olivacea	c7275191d061351db97752c732561aed	538	444	95	93	373	260	387	324	284	243	293	241	16	4,0		1744245630	37,307
17793	Caretta caretta	6d5db9fba750285c7906ffca3aa22cb6	953	525	126	115	526	243	458	243	410	193	361	198	46	4,0		1676217543	135,375
19170	Chelonia mydas	be1d27cf8fa2899cf8627d85d7316ff4	907	834	178	184	522	416	486	497	471	363	460	382	51	4,0		1690685727	74,999
23091	Chelonia mydas	4ba029bc8b562ce3c9dab954a99e4871	929	884	140	216	545	464	663	516	489	479	435	430	72	3,0		1730370647	87,448
22844	Lepidochelys olivacea	279c7e56d6219a982b73ebe0effc98de	741	643	129	110	621	526	577	394	411	369	498	301	73	3,0		1727914748	47,099
23647	Chelonia mydas	14cddcb3ee4aef1c5612667e6890c0e4	875	785	149	156	531	449	558	437	414	413	441	378	94	2,0		1736195283	70,357
17878	Lepidochelys olivacea	40849944b3bb884e4d034873722a5aae	430	344	67	67	289	215	270	249	196	238	228	221	0	3,0	1	1676887786	30,475
24987	Lepidochelys olivacea	5341cc60af9d0d336b7d97cf369ec130	371	302	51	49	245	171	289	197	205	143	209	168	0	1,0		1748798747	28,163
19563	Dermochelys coriacea	67b5ac0092a9ca0a13eb34d8cf4cab63	2145	1133	348	219	2411	1163	2435	975	1961	782	1740	956	59	2,0		1694709188	522,793
20420	Chelonia mydas	cff6b1b3c18619d9ada20ca7306b4249	819	726	133	135	574	464	545	375	344	271	362	292	80	3,0		1703057972	67,218
21837	Chelonia mydas	cabd70fc1a062a3b2a3e0ab85ba89735	1221	1068	197	222	783	602	748	644	629	608	513	552	109	4,0	5	1717717691	127,284
18890	LEPIDOCHELYS OLIVACEA	aed2b5dffae0c05bea3c2cc4a03cff92	661	594	119	120	435	370	451	380	406	309	340	322	57	3,0		1687686462	42,449
20086	Lepidochelys olivacea	7edcb65d937c8d70a66756834a580c2c	478	376	74	64	282	271	293	296	257	198	271	194	0	3,0		1699810875	32,223
23922	Lepidochelys olivacea	11e247aeccbefd97342903eaa563cefa	692	553	130	96	476	444	494	404					49	2,0		1738724005	45,467
23337	Lepidochelys olivacea	93d5db8a0cda1a1bbfcc4e8ee7d452fb	406	332	80	66	320	214	281	233	229	220	245	178	0	2,0		1733085683	29,181
23189	Chelonia mydas	9c9ea4073965fc0b2c0d2b3a767fa8e7	1031	908	196	154	532	562	576	475	450	452	474	508	80	3,0	1	1731437434	96,373
19537	Lepidochelys olivacea	8a7f9464b246a9ced9840356fcd3f155	473	373	101	89	291	247	378	242	252	238	293	232	0	4,0		1694478437	33,063
24516	Dermochelys coriacea	d02ad356fd71fb9f82798dff6703f8cc	1422	648	253	150	1179	622	1557	852	1111	613	1069	653	4	3,0	1	1744168018	391,562
24620	Chelonia mydas	6b731be99b5941a9b4ed23c44b230e0e	907	841	180	175	512	505	505	479	459	370	427	395	101	2,0		1745140485	76,362
23600	Chelonia mydas	6617c8e7c1ac4857f4ab96922d96e6f0	1041	1067	197	196	658	627	707	587	437	439	534	436	106	1,0		1735823491	103,192
24362	Lepidochelys Olivacea	c43ecac46accff6d32680a123a140dfc	506	374	72	60	346	278	384	292	292	194	277	224	0	4,0		1742817489	33,312
19876	Lepidochelys olivacea	b71ba3f30776e2ea88bbc0a5d11d0358	850	603	155	132	507	463	653	556	470	342	529	389	88	1,0		1697920767	48,342
24729	lepidochelys olivacea	7624e0115251eafda9b4f712c853c484	394	314	56	65	273	248	274	210	238	160	246	169	0	4,0	1	1746233434	28,994
22782	Chelonia mydas	b45773494041a1a515c1dae1be3d703c	1056	897	155	138	662	629	537	519	465	411	509	480	68	1,0		1727254361	94,885
23369	Lepidochelys Olivacea	63997fda4fad455ca7dd4e9f775a8e30	340	275	67	60	248	201	231	202	171	146	199	132	0	3,0		1733481330	26,444
20982	Lepidochelys olivacea	c937cfaee18c4a6fc002b1e30c0de984	684	549	123	95	427	439	403	272	353	271	371	271	41	3,0	3	1708863748	39,699
18915	Chelonia mydas	713afd7a6910bf9ca12be1565a9c5d5b	1006	877	194	194	583	547	541	559	495	337	532	453	102	2,0		1687981551	87,91
18449	Chelonia mydas	9b8d9b2eb22703e618fcddb9e09889e6	1002	871	171	184	624	462	553	565	462	433	482	426	90	2,0		1682915323	85,965
20824	Chelonia mydas	b6ff4a5db127a34401223fbbc86a4f6d	862	721	170	172	503	471	537	458	419	364	437	280	67	3,0		1707072507	70,647
19568	Lepidochelys olivacea	e5bfaf87b066a08ac1fec0fc83d8768c	495	371	85	78	348	338	380	287	313	236	242	227	0	1,0		1694747227	34,455
18798	Caretta caretta	2c051a7295db82916cac25c68a2aeec0	1272	765	268	116	636	365	560	409	442	292	528	309	124	2,0		1686539205	215,539
24452	Lepidochelys olivacea	7cfca85fece2fd0988127e3584c503db	650	486	123	98	419	359	500	381	353	291	290	274	58	1,0		1743588173	41,259
18782	Caretta caretta	ff55e5fe7998562e0cd6a70730163d70	161	88	30	16	80	51	76	39	62	31	65	31	25	2,0	1	1686376491	16,195
24096	Chelonia mydas	117aca6a543a32c4653b86be7af746a8	1601	1406	268	282	1008	775	1011	789	746	669	727	772	94	3,0		1740332780	189,923
23604	Caretta caretta	487aed1a0b06a39e5d7819b7c5e3f34b	585	371	99	73	285	142	316	152	274	132	228	141	68	1,0		1735892857	70,617
19892	Lepidochelys olivacea	c5f80bd48d6bfffd674ffcf1dc2d6279	458	363	74	80	311	228	281	289	261	201	248	189	0	1,0		1698062778	30,989
18849	Chelonia mydas	6e90c6ee23a97038d9203329b4a711c1	1316	1168	235	214	787	662	744	701	604	574	628	595	86	2,0		1687124606	148,875
17525	Caretta caretta	bbcb65399ec18ea0dd43ab1bb4e26072	278	147	51	31	116	79	134	65	103	63	118	49	19	3,0		1673297202	26,004
19936	Chelonia mydas	d59dbd6647888a70788cd55b44ad7d67	727	623	95	128	399	403	415	392	301	335	294	301	71	1,0		1698506944	51,512
24354	Chelonia mydas	792575a3d5507f7045ca1f3bab230032	989	940	186	199	680	521	516	599	539	551	495	466	64	2,0	1	1742782828	95,614
18020	Lepidochelys olivacea	f6d52cd53ed86b3cba700da0157bd2cd	466	346	92	81	317	242	308	254	255	179	283	199	0	4,0		1678587303	33,534
25193	Eretmochelys imbricata	ab6073d37199b7899a532f4f1b44137f	264	168	44	36	141	78	124	85	106	61	133	71	30	1,0		1750764852	21,679
22943	Lepidochelys olivacea	fe1b8cd8e73b548eed88c5900db3289e	358	284	71	60	265	212	221	201	222	160	208	163	0	3,0		1728945956	27,782
24934	Lepidochelys olivacea	4edadb52a339cddbd5a56a433396ceb8	574	477	111	94	431	317	383	357	359	223	298	231	23	3,0		1748305628	36,815
23455	chelonia mydas	3cc4dd31de559be3e0a3e2c83572a669	1226	1105	191	201	808	645	622	744	570	545	622	481	103	4,0		1734492523	131,069
24889	Lepidochelys olivacea	01488366b5bc3576e4b2152d35f1655f	525	432	72	96	380	311	382	303	307	235	310	258	5	2,0		1747950951	35,043
23915	Chelonia mydas	89bd670a12459d3f704156eff0e31535	752	729	125	137	484	362	422	408	310	315	350	375	55	2,0	1	1738679757	57,313
20695	Lepidochelys olivacea	41ffe57c89b0d076e59289f82a3f7796	390	289	52	66	258	233	236	212	242	165	189	171	0	3,0		1705669201	28,753
20884	Lepidochelys olivacea	6935b69167a4eb1044f7c2f71eea6835	635	430	94	99	445	292	396	349	337	277	381	254	35	4,0		1707759921	38,739
19394	Chelonia mydas	9485e568d829c1f1e85cc727060de642	888	789	146	120	561	511	570	490	465	405	419	380	81	4,0		1692960101	74,126
24383	Dermochelys Coriacea	0e0e695bf7a52ae8d1b93ae8ae70ad96	1733	955	305	177	1610	830	2060	754	1586	700	1378	624	26	2,0		1742982768	443,637
24393	Lepidochelys olivacea	3818d011bdc83ed7d6fb795f1de840f3	338	279	60	62	235	195	232	185	223	150	206	118	0	3,0		1743051960	26,594
21545	Lepidochelys olivacea	edd12aa284bf77865dfbc3fd19601f06	806	650	135	131	658	511	627	430	499	321	493	334	41	3,0	3	1714658270	48,397
23034	Chelonia mydas	a8af78539bc79080366d6b0ddc59fb8a	998	770	168	186	506	453	609	535	400	407	524	383	59	4,0		1729770299	85,786
23723	Caretta caretta	4dc0ea314513a8d12c41b9f6b8bd4579	412	233	80	49	213	133	215	118	165	97	171	104	43	1,0		1736873896	40,877
18953	Lepidochelys olivacea	2801dfa9c402c33eccaa3701012eeb53	425	344	76	79	339	304	312	230	243	204	237	212	0	3,0		1688457287	30,766
18579	Lepidochelys olivacea	d7f807cdd3ec7730e1360ea0dce07754	360	288	62	53	269	222	264	213	212	138	199	160	0	2,0		1684309949	27,99
18680	CHELONIA MYDAS	5b92df505c43f75067b1cf0a922c9035	701	627	129	136	431	414	433	382	334	332	372	258	69	4,0		1685157945	51,247
24740	Eretmochelys imbricata	f5a1c74d1d9994b43f63a9cab97a0e0d	192	123	29	23	90	50	95	63	71	44	74	48	27	4,0	1	1746366213	20,477
22590	chelonia mydas	991d68ed0ff99dc1676c4552f7f8ebf9	1190	1041	219	237	665	534	748	625	525	485	614	463	80	3,0		1725335647	110,109
21654	Lepidochelys olivacea	f7a5fbcf49595d10ae6feaa6adb2b0ab	590	482	84	98	425	332	421	291	329	261	409	295	24	1,0	2	1715923838	36,274
23934	Chelonia mydas	0923f366d6c81e64ad8aff3539bccae5	763	746	132	156	529	467	459	463	398	410	393	287	86	4,0		1738777610	64,051
23402	Lepidochelys olivacea	d2680fadcbeec3fe3954ce3096c3a3f0	370	278	59	58	240	163	213	222	206	134	216	158	0	3,0		1733826404	27,906
21341	Lepidochelys olivacea	77f44ced91d75bd327d98261abbcff5c	607	458	89	110	430	324	469	356	358	264	356	285	36	3,0	3	1712645509	39,959
24884	Chelonia Mydas	97465e414d8bb0a2f92359d277f1a0ac	1189	1035	155	177	630	544	658	641	541	508	604	512	72	2,0		1747904190	107,285
17797	Chelonia mydas	823bed249a6d54303556b24619c5096b	976	933	157	184	584	676	609	534	521	499	475	419	99	4,0		1676259133	85,136
18437	Chelonia mydas	ec58d7ca92074afedd6deeb70b43ef85	982	897	211	164	638	499	556	597	576	451	504	493	95	2,0		1682757776	100,635
17476	Chelonia mydas	a893ba024d50a76e1289168a62be8e44	906	718	139	186	547	551	561	489	499	329	514	382	69	1,0		1672913927	76,139
20512	Chelonia mydas	ae2f4d374af880272d39648ee6e3a73f	1027	951	151	161	593	590	658	531	477	487	573	490	84	3,0		1704022757	99,173
20123	Lepidochelys olivacea	2dcad6e9a59b65607481dfc0b97629cd	650	569	121	122	477	453	429	397	373	343	399	271	50	3,0		1700287484	41,254
21643	Chelonia mydas	f436eab5a361815872682ae69b3fc889	1048	944	177	168	656	472	683	604	475	499	491	372	83	2,0		1715814455	94,545
18285	Lepidochelys olivacea	5f888fc9b897f70d8e1396306e0dbe89	537	398	82	81	406	314	360	250	264	223	313	263	6	3,0		1681113843	35,128
24710	lepidochelys olivacea	38b1a2bf2e1f4cc5ce93005772ac61a9	372	298	62	62	276	245	264	236	245	183	195	153	0	3,0		1746039554	29,296
19653	Lepidochelys olivacea	0bd891f6bb06a16879a8de4798a09587	549	412	85	102	377	297	337	312	280	197	318	260	9	4,0		1695824370	35,721
20582	Caretta caretta	efb5f93ba97d289c34f8b36cd65fcfb5	295	173	49	33	150	86	136	84	140	65	126	56	31	1,0		1704697242	28,091
23296	lepidochelys olivacea	cb01ac316e97cb56ae9d5dff6290a500	409	349	78	72	309	239	295	244	247	202	242	188	0	2,0		1732678067	29,93
25009	Caretta Caretta	7b91941a1621c2c02ef909fb9def0789	655	391	111	69	340	167	331	167	271	144	249	130	53	3,0		1748974342	77,243
17987	Caretta caretta	089db46bcd8d8e0386abb259e08c5daf	652	346	96	66	353	178	282	197	275	148	291	121	43	2,0	1	1678268473	76,856
22053	Lepidochelys olivacea	819938ea52c7bdf17bd14105afd65ece	490	360	84	84	325	291	340	245	266	187	294	235	0	4,0		1719898864	32,444
24511	Lepidochelys olivacea	49df35692bb8467ad34b3a4d9bfc59c0	502	362	91	72	328	339	315	302	293	246	283	194	0	1,0		1744133835	32,799
21774	Chelonia Mydas	65d7b0058942a280b2f832370c3596d2	1608	1358	260	265	759	967	936	874	638	708	672	672	94	1,0	2	1717183819	180,251
22438	Caretta caretta	688427e6d9b1624ec8dfb7a1557ed8ca	576	307	111	72	325	157	288	170	240	122	196	154	53	4,0		1723614508	66,841
22996	Lepidochelys Olivacea	1a7d139a6ef97bb1e9d49612bef533b9	330	291	50	69	252	147	232	200	215	155	205	147	0	3,0		1729406826	27,357
20792	Lepidochelys olivacea	a2a38c44cabb7af8d2aa96282e598a35	441	339	72	74	345	273	329	290	276	237	227	174	0	1,0		1706822525	32,136
18210	Lepidochelys olivacea	d98f30b23524c3d9a4c0574bd2ed224d	417	313	68	71	315	262	337	194	231	177	236	195	0	4,0	1	1680298336	29,531
24833	Chelonia mydas	c23f986d2a4d850eb7cfc4678e6514d3	1036	1003	142	182	791	617	608	702	422	454	486	446	78	3,0	1	1747412739	102,289
17638	chelonia mydas	662faca7eaa86b9cb5eac9a0ff944fb6	960	924	153	137	590	564	565	586	475	346	522	428	78	1,0		1674490564	86,042
25098	Lepidochelys olivacea	a43ec8de60aaba64cb0fad464148fd88	514	396	89	81	362	344	405	284	290	207	296	236	0	1,0		1749992169	33,794
19049	Chelonia mydas	695bf586f26681fe9dc49670a2b8b71f	783	727	142	175	522	411	535	366	370	360	344	373	87	1,0		1689600535	64,207
18833	Lepidochelys olivacea	d11976e617ce101dd72a2fcf13f5098d	369	293	45	50	246	181	254	164	192	160	226	158	0	1,0		1686925077	27,054
23315	Chelonia mydas	6e24391fb45be9b2b6254a662e001fc9	1546	1314	318	291	970	808	1019	877	683	636	845	541	95	4,0		1732888459	197,047
20908	Dermochelys coriacea	3e7349e6bcde185de894d049483c2c85	1278	591	226	121	1263	577	1287	561	1152	510	1069	522	0	1,0	1	1708038876	362,552
22062	LEPIDOCHELYS OLIVACEA	0b17e9bf1ffb4d6303fef88ba4650f9e	654	527	115	71	419	338	414	394	369	229	284	283	35	3,0		1719972391	40,5
17978	Caretta caretta	d7cda7c72e4388667e76a4df96250dd7	283	164	46	28	133	65	165	69	116	62	110	70	28	4,0		1678161459	26,767
22697	Lepidochelys olivacea	f9965a762fb68c675f4c2a56eff8908a	344	249	53	61	223	182	244	176	182	134	198	130	0	1,0		1726382671	27,153
17855	Chelonia mydas	3e9af2971a957f28b66b961d2ce10c9e	1400	1252	195	246	919	751	862	824	661	585	690	626	92	3,0	2	1676738651	157,454
21956	Chelonia mydas	46fb6200ab8cbbce2634e31f13bb7520	731	650	127	120	455	386	389	396	352	322	360	345	90	3,0	2	1718954602	54,722
17538	Lepidochelys olivacea	04c6d5f7977d439ef3c2fd11058f64ca	335	273	60	71	274	203	277	232	196	163	151	128	0	2,0		1673399545	27,92
24062	Lepidochelys olivacea	30269073715a1e62210cfbf6153b2a7a	552	488	107	94	424	283	380	311	282	212	313	270	20	3,0		1739973075	36,707
22179	Caretta caretta	e24f6afa7647c3e694ce3ed35c2e91d1	417	246	55	48	231	136	207	151	160	97	167	92	40	2,0		1720947415	42,294
23761	Lepidochelys olivacea	314c4f4eae37989de54ff06f0ea18da1	411	360	56	69	285	219	309	220	250	200	231	194	0	1,0		1737138664	29,749
18289	Caretta caretta	d32548128360e5b06254600074b6845f	193	103	28	21	101	58	96	54	87	42	88	40	37	1,0		1681149539	18,457
24902	Lepidochelys olivacea	68c74aeb30af7ccd30cac07089d94ff7	518	456	90	79	312	259	355	247	303	281	269	211	5	1,0	1	1748042134	34,193
20664	Chelonia mydas	dd378876aab6df0e5f043576bdfde90e	803	709	129	131	502	390	501	397	393	400	368	311	70	1,0	1	1705378500	63,971
19873	Caretta caretta	489eade35d4e7521b13429d24241082e	788	420	137	73	351	203	416	189	298	184	274	208	74	1,0		1697899172	104,42
21799	Lepidochelys olivacea	9116add30e78b1839c3645c2a1142c92	535	426	113	77	326	310	388	275	307	272	304	197	9	3,0		1717361053	36,246
18405	Lepidochelys olivacea	b237d9dc154edc9e484177bf66e2e8b0	563	439	105	94	408	334	446	354	263	255	264	261	21	4,0		1682543527	36,356
20424	Chelonia mydas	407c09c93a8e1b99bf45d5a056378658	808	709	148	144	520	458	467	479	319	342	387	323	50	2,0		1703094917	63,18
19649	Lepidochelys olivacea	dcca022ecd2c1056573140be3f8a55ba	372	260	61	42	223	215	227	234	205	137	194	151	0	1,0		1695753675	27,444
19417	Chelonia mydas	1daac58db9a2c829274e8d3406e1d658	1045	980	153	209	540	481	617	572	471	436	517	400	86	3,0		1693200117	96,382
23916	Chelonia mydas	36737d2e1324ce363d02ed1d665b3b48	940	847	175	157	498	522	569	532	513	450	482	464	79	1,0		1738686451	87,89
22008	Chelonia mydas	7366de5988e9d38b439c8204e4f84807	1159	1065	115	248	632	562	773	596	611	540	455	437	105	4,0	4	1719488343	107,487
19139	Lepidochelys olivacea	db4b66d1b8b7d8a4e6f8d768a72fe51d	553	494	110	87	399	251	433	252	323	284	307	265	18	4,0		1690407607	36,641
21192	Lepidochelys Olivacea	ec74c07d19b44b266b1eaa3993f491f4	440	381	77	57	355	269	262	243	246	175	258	215	0	3,0		1711160962	31,241
20688	Lepidochelys olivacea	f6f646155a25bce7dc9ab56085e2a5fc	430	336	81	73	251	224	285	251	236	191	231	201	0	1,0		1705588562	29,752
21139	Caretta caretta	2bed12330c370340bf1397b89a3e22f9	982	513	136	121	527	285	454	267	374	210	353	253	127	4,0		1710664762	141,714
22530	Chelonia mydas	3142f3c44fd7c059bac1b1bf0a38bbe7	1632	1414	261	308	837	797	957	810	768	593	818	711	110	1,0		1724552889	192,833
22059	Lepidochelys olivacea	e77315225d419ddfcddb8f6d9983044a	373	273	63	55	251	209	224	202	171	138	212	165	0	4,0		1719952876	27,587
18666	Lepidochelys olivacea	b8b0d7643395d6ea76c64cd70ad112f3	528	433	102	78	379	285	395	339	303	211	266	242	5	1,0		1685038645	34,696
25080	Chelonia mydas	6e4ca087801046b358a1ecfa0cbb7baa	949	943	156	184	514	445	540	546	423	455	470	457	82	1,0		1749808226	85,91
23972	chelonia mydas	9e777288818b7a89e6cee9112363b9eb	864	761	135	171	566	430	516	489	390	343	397	373	72	2,0		1739227027	64,962
20708	Lepidochelys olivacea	6df4fe7d7dfcbb34b9796dcda89109bb	645	554	98	112	531	378	392	352	330	301	351	274	49			1705793722	39,589
20739	Lepidochelys olivacea	e10db7b09672848cb5c00b5109166c70	529	445	82	79	432	303	338	280	326	256	282	204	7	1,0	1	1706205641	35,529
24952	Lepidochelys olivacea	182629992b74483cb58bd18227bd24fb	540	426	86	106	354	270	375	297	267	215	233	257	7	3,0		1748521166	35,226
25027	Lepidochelys olivacea	c4df84dee31486051ba1480446e5aeaa	742	567	124	117	561	422	470	454	403	323	444	350	77	2,0		1749152196	45,103
22787	Dermochelys coriacea	eec8502f6c6f7862c384d58efb02c247	2169	1050	345	228	2407	937	2372	1254	1871	935	1730	818	46	2,0		1727310267	517,129
20399	Dermochelys coriacea	a99eb8fe4c315252acf2287608be86f5	1408	642	233	146	1490	639	1244	771	1132	500	1006	508	0	2,0		1702870939	376,672
24174	Chelonia mydas	e6b90ae10e53f938f55e13b07e79a851	1349	1070	218	239	658	551	700	628	565	626	720	558	87	2,0		1741002858	141,082
20849	Chelonia mydas	ba90290fa02049a2b08e1c4c0cb59fab	800	722	153	160	504	449	467	439	408	358	427	332	79	1,0		1707333442	67,727
22075	Chelonia mydas	433502cc0d6e213e8313d3d7b568f089	775	712	152	156	472	384	463	461	373	362	336	388	73	3,0		1720094228	61,116
22551	Caretta caretta	b9fd866ee6d5930e3d1d163a35f75d79	351	194	56	43	152	104	182	89	148	73	112	77	32	4,0	1	1724790944	33,631
21130	Lepidochelys olivacea	8294fe66a2dd0b70b82a42b969808585	599	463	102	120	439	326	452	342	373	285	315	319	37	4,0		1710507356	37,958
20330	chelonia mydas	03e22bf69452874391336e526e3eda50	839	751	150	150	503	490	487	450	379	397	410	358	75	3,0	1	1702230399	66,849
18146	Eretmochelys imbricata	547da076cf1f6b5777ec35cf288b2a80	516	322	79	64	256	149	272	178	236	114	230	118	35	1,0		1679749784	0,0
22895	Lepidochelys olivacea	5aed5b04707dca94398f3bcf7d1a8471	599	484	99	90	426	329	400	301	368	273	375	301	37	4,0		1728519250	40,144
24908	Chelonia mydas	ffadd471b91d014417d72375c9769eeb	1496	1386	256	296	855	814	1022	733	649	619	702	629	127	2,0	5	1748081499	174,057
18823	Lepidochelys olivacea	d8f7e1c126f356877b3e3ef9f4d82ecb	357	319	72	58	231	201	245	218	187	158	197	144	0	2,0		1686793871	27,861
19919	Eretmochelys imbricata	bcdb4a21997e4885f4590c074a909493	1183	682	170	145	683	390	597	282	556	288	460	255	105	1,0		1698371845	68,762
23774	Chelonia mydas	b60619ce10011a0f03acdff4161260c8	1357	1062	183	268	839	688	835	618	649	576	604	579	79	1,0		1737295648	149,368
19634	Chelonia mydas	44a21d39721e601e5449a90db9543e49	834	691	118	166	504	446	480	489	395	337	384	338	69	3,0		1695625885	66,333
24219	Chelonia Mydas	3d84ca50e5e6628354466e8c422b02b8	998	881	174	190	566	559	591	563	540	372	451	391	82	3,0		1741454939	90,789
19526	Lepidochelys olivacea	284bc03add32d6f9efd03fa9c0267ae3	683	534	118	109	548	412	507	417	376	313	357	342	60	1,0		1694346207	42,095
23602	Dermochelys coriacea	15e3f832392c197c894c7bb6649a5947	1382	730	232	138	1481	802	1511	742	1186	583	1350	647	6	1,0		1735853880	383,357
17732	Lepidochelys olivacea	b2894283b185128e493cbd3f4343d19c	527	391	77	86	310	307	404	177	261	243	331	180	0	2,0		1675601838	32,737
21510	Chelonia mydas	03ba03050596e22dc9bbdde039bac626	860	780	131	193	448	497	536	472	398	417	399	341	83	2,0		1714257215	70,754
18242	Lepidochelys olivacea	ba87e304f7c36f4894758a77b4e0a074	554	430	76	115	359	280	380	330	302	263	285	231	12	1,0		1680623918	36,31
18460	Lepidochelys olivacea	c2c80b70365a479beeb54e0dfce2cd0b	672	556	117	115	473	376	453	397	390	256	341	283	25	2,0		1683023729	41,442
23671	Chelonia mydas	89e7b43e5ffb2fdbf08b98987814f98d	864	784	143	141	494	463	536	476	422	355	416	412	60	3,0	1	1736354780	71,581
20912	Lepidochelys olivacea	35240166b09268a952662df3126d49b0	514	402	88	91	372	348	386	340	318	237	259	248	3	1,0		1708065501	33,737
17668	Lepidochelys olivacea	892333f647cf3e5efe63946074474965	544	398	96	78	349	254	350	305	302	257	309	244	4	2,0		1674857482	34,708
20170	chelonia mydas	50631c25063fb450c7ab297a59c69ecd	1333	1261	216	223	851	727	831	763	745	617	655	733	103	3,0		1700658117	148,546
23832	Lepidochelys olivacea	8b629c554a3058734f0225f96f51c373	726	539	108	111	468	445	440	444	375	368	361	306	56	1,0		1737899785	42,226
20996	Chelonia mydas	8859612a995cad143109ae2207fa099e	775	596	136	138	492	441	528	454	415	317	353	330	104	2,0		1709063810	59,242
22948	Chelonia mydas	74be574045ac80fa2e517d17ea541a78	998	865	156	152	627	552	543	609	468	486	530	382	96	1,0		1728967262	88,476
20909	lepidochelys olivacea	f4769d1643ed239bb861daeb2c74df19	555	429	86	93	316	297	319	339	326	203	316	243	8	1,0		1708043293	34,938
22443	Lepidochelys olivacea	5b1b2bf08265a1044e89d30bd9bb5a8e	523	427	79	70	343	327	393	298	294	236	289	231	4	1,0		1723691350	34,299
20821	Lepidochelys olivacea	5425e09b616d664568c8a8834e43c259	385	301	66	64	225	241	281	197	213	157	235	183	0	3,0	1	1707052023	29,062
21094	Lepidochelys olivacea	9134ce1cc03abcad3ac6ce6c2f2f7730	479	360	75	56	265	260	342	265	236	176	275	178	0	3,0	1	1710102303	32,218
18192	Lepidochelys olivacea	685581ca1be556a68f5025bfe01ca45f	561	461	105	92	381	296	326	266	290	263	345	245	15	1,0		1680127204	35,707
24398	Lepidochelys olivacea	f943f285c2f924c6d433379302886ce9	437	302	74	75	293	243	350	249	256	189	248	188	0	1,0		1743077838	30,747
22417	Lepidochelys olivacea	c496e90bc0f1243e1bbc1a6c544ff3f3	424	333	60	60	272	245	306	200	225	168	253	203	0	2,0		1723396352	30,369
24522	Lepidochelys olivacea	522870bf5ded06a5618a7b6509f48738	384	286	70	62	256	191	225	215	207	183	225	160	0	2,0		1744217316	26,471
17741	eretmochelys imbricata	742d027f4815d2862f2a5ebfed3f0941	535	336	94	75	255	159	251	117	193	133	212	115	47	2,0		1675675009	31,077
